CODIGO	EXTENSAO	CATEGORIA	NOME_CURTO	NOME_OFICIAL	VIGENTE_DESDE
7036		OUTROS	ITR - (art. 43 L.9430)	Juros ITR - (art. 43 L.9430)	24/08/1998
7254		OUTROS	5% (E/M) L 7990 art. 7 I A III	Royalties 5% (E/M) L 7990 art. 7 I A III	19/10/1998
7267		OUTROS	5% (E-M) (L 7990 art. 7 P 4)	Royalties 5% (E-M) (L 7990 art. 7 P 4)	19/10/1998
7282		OUTROS	Excedentes A 5% (E/M) Lei 9.478, art. 49, I	Royalties Excedentes A 5% (E/M) Lei 9.478, art. 49, I	19/10/1998
7295		OUTROS	Excedentes a 5% (MCT) Lei 9.478, art. 49 , I	Royalties Excedentes a 5% (MCT) Lei 9.478, art. 49 , I	19/10/1998
7310		OUTROS	Excedentes a 5% (E-M) Lei 9.478, art. 49,II	Royalties Excedentes a 5% (E-M) Lei 9.478, art. 49,II	19/10/1998
7322		OUTROS	Excedentes a 5% (MM/MCT) Lei 9.478, art. 49, II	Royalties Excedentes a 5% (MM/MCT) Lei 9.478, art. 49, II	19/10/1998
7335		OUTROS	Especial (E-M) (L 9478 art. 50)	Participação Especial (E-M) (L 9478 art. 50)	19/10/1998
7348		OUTROS	Especial (MME/MMA) Lei 9.478, art. 50	Participação Especial (MME/MMA) Lei 9.478, art. 50	19/10/1998
7500		OUTROS	Contribuição do Empregador - Simples	INSS - Contribuição do Empregador - Simples	01/01/1997
7702		OUTROS	Simples	ICMS - Simples	10/07/1997
7809		OUTROS	Simples	ISS - Simples	06/08/1997
7811		OUTROS	Utilização Siscomex (art. 3 L 9716/98)	Taxa Utilização Siscomex (art. 3 L 9716/98)	26/11/1998
7878		OUTROS	Condecine - Lançamento de Ofício	Condecine - Lançamento de Ofício	22/11/2002
7940		OUTROS	Isolados Condecine (art.43 da Lei 9.430)	Juros Isolados Condecine (art.43 da Lei 9.430)	22/11/2002
8047		OUTROS	Depósito Judicial - outros	Depósito Judicial - outros	18/06/1999
8050		OUTROS	Depósito Administrativo - outros	Depósito Administrativo - outros	18/06/1999
8211		OUTROS	Isolado IRPJ - Simples (art.43 L.9430)	Juros Isolado IRPJ - Simples (art.43 L.9430)	30/09/1999
8224		OUTROS	Isolado IPI - Simples (art.43 L.9430)	Juros Isolado IPI - Simples (art.43 L.9430)	30/09/1999
8237		OUTROS	Isolado PIS - Simples (art.43 L.9430)	Juros Isolado PIS - Simples (art.43 L.9430)	30/09/1999
8240		OUTROS	Isolado Cofins- Simples (art.43 L.9430)	Juros Isolado Cofins- Simples (art.43 L.9430)	30/09/1999
8252		OUTROS	Isolado CSLL - Simples (art.43 L.9430)	Juros Isolado CSLL - Simples (art.43 L.9430)	30/09/1999
8256		OUTROS	Cota Parte Indenização pela Extração de Petróleo, Xisto e Gás (MM)	Cota Parte Indenização pela Extração de Petróleo, Xisto e Gás (MM)	—
8265		OUTROS	Isolado INSS Empregador - Simples (art.43 L.9430)	Juros Isolado INSS Empregador - Simples (art.43 L.9430)	30/09/1999
8278		OUTROS	Isolado ICMS - Simples (art.43 L.9430)	Juros Isolado ICMS - Simples (art.43 L.9430)	30/09/1999
8293		OUTROS	Isolado ISS - Simples (art.43 L.9430)	Juros Isolado ISS - Simples (art.43 L.9430)	30/09/1999
8619		OUTROS	Isolados Cide Combustíveis (art. 43 Lei 9430/96)	Juros Isolados Cide Combustíveis (art. 43 Lei 9430/96)	16/07/2002
8660		OUTROS	Isolados Cide Remessa ao Exterior (art. 43 Lei 9430/96)	Juros Isolados Cide Remessa ao Exterior (art. 43 Lei 9430/96)	16/07/2002
8739		OUTROS	Gasol/Diesel/Gás Liquefeito Petróleo e Álcool Varejo-Ret Órgão Público	Gasol/Diesel/Gás Liquefeito Petróleo e Álcool Varejo-Ret Órgão Público	16/03/2001
8767		OUTROS	Adquiridos do Distribuidor ou Varejista - Retido por Órgão Público	Medicamentos Adquiridos do Distribuidor ou Varejista - Retido por Órgão Público	16/03/2001
8850		OUTROS	Internacional de Passageiros Empresas Nacionais-Retido Órgão Público	Transporte Internacional de Passageiros Empresas Nacionais-Retido Órgão Público	16/03/2001
8863		OUTROS	ou Serviços Adquiridos de Sociedades Cooperativas e Associações Profissionais ou	Bens ou Serviços Adquiridos de Sociedades Cooperativas e Associações Profissionais ou Assemelhadas - Retido por Órgão Público	19/12/2002
9013		OUTROS	Condecine - Pagamento, Crédito, Emprego, Entrega e Remessa para o Exterior - MP 	Condecine - Pagamento, Crédito, Emprego, Entrega e Remessa para o Exterior - MP 2228/01, art. 33, § 2º	15/10/2001
9060		OUTROS	de Aviação Adquirido de Produtor ou Importador - Retido por Órgão Público	Querosene de Aviação Adquirido de Produtor ou Importador - Retido por Órgão Público	19/12/2002
9090		OUTROS	aos Fundos Controlados pelos Conselhos Municipais, Estaduais e Nacional do Idoso	Doações aos Fundos Controlados pelos Conselhos Municipais, Estaduais e Nacional do Idoso	17/02/2020
9139		OUTROS	Valores Prescritos - Loterias	Valores Prescritos - Loterias	03/10/2002
9141		OUTROS	sobre a Receita de Loteria Instantânea	Contribuição sobre a Receita de Loteria Instantânea	03/10/2002
9154		OUTROS	sobre a Receita de Loterias de Números	Contribuição sobre a Receita de Loterias de Números	03/10/2002
9167		OUTROS	sobre a Receita de Concursos Especiais de Loterias Esportivas	Contribuição sobre a Receita de Concursos Especiais de Loterias Esportivas	03/10/2002
9170		OUTROS	sobre a Receita de Loterias Esportivas	Contribuição sobre a Receita de Loterias Esportivas	03/10/2002
9182		OUTROS	sobre a Receita da Loteria Federal	Contribuição sobre a Receita da Loteria Federal	03/10/2002
9197		OUTROS	sobre a Receita de Loteria de Apostas de Quota Fixa	Contribuição sobre a Receita de Loteria de Apostas de Quota Fixa	01/01/2023
9972		OUTROS	Decorrente de Aportes Periódicos para Compensação ao Regime Geral de Previdência	Receita Decorrente de Aportes Periódicos para Compensação ao Regime Geral de Previdência Social	31/12/2012
1099	01	CP_SIEF	CP-Segurados (Empregado, Avulso, Doméstico)	CP Segurados - Contribuição Segurados Empregado/Avulso/Doméstico	—
1082	01	CP_SIEF	CP-Segurados (Contribuinte Individual)	CP Segurados - Contribuição Segurados Contribuinte Individual	—
1138	01	CP_SIEF	CP-Patronal (Empregador sobre folha)	CP Patronal - Contribuição Empresa/Empregador sobre Folha	—
1646	01	CP_SIEF	CP-Patronal (Empregador - desoneração)	CP Patronal - Contribuição Empresa/Empregador - Desoneração	—
1200	01	CP_SIEF	CP-Terceiros (SAT/RAT)	CP Terceiros - Seguro Acidente de Trabalho/RAT	—
1170	01	CP_SIEF	CP-Terceiros (Outras Entidades - SESC/SENAI etc)	CP Terceiros - Outras Entidades e Fundos (SESC, SENAI, SENAC, etc.)	—
1176	01	CP_SIEF	CP-Terceiros (Salário-Educação)	CP Terceiros - Salário-Educação	—
1225	01	CP_SIEF	CP-Terceiros (INCRA)	CP Terceiros - INCRA	—
1225	21	CP_SIEF	CP-Terceiros (SENAR)	CP Terceiros - SENAR	—
0561	07	IRRF_SIEF	IRRF-Trabalho Assalariado (ext. 07 - SIEF)	IRRF - Rendimento do Trabalho Assalariado (extensão 07 - débito DCTFWeb)	—
4406	01	MAED_SIEF	MAED - PGDAS-D (Multa Atraso Entrega)	MAED - Multa por Atraso na Entrega do PGDAS-D	27/01/2014
5440	01	MAED_SIEF	MAED - DCTFWeb (Multa Atraso Entrega)	MAED - Multa por Atraso na Entrega da DCTFWeb	24/08/2016
2203	01	MAED_SIEF	MAED - EFD-Contribuicoes (Multa Atraso Entrega)	MAED - Multa por Atraso na Entrega da EFD-Contribuicoes	15/06/2011
1506	01	MAED_SIEF	MAED - DASN-SIMEI (Multa Atraso Entrega)	MAED - Multa por Atraso na Entrega da DASN-SIMEI	30/01/2010
